,index,Name,birth,death,timeline_position,timeline_position_extended,Summary,cloudinary thumbnails,cloudinary artworks
257,257,Marcello Venusti,1510,1579,1544,1544.0,Marcello Venusti was an Italian Mannerist painter active in Rome in the mid-16th century.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_257_xpk61c.png,
262,262,Domenico del Barbieri,1504,1570,1537,1544.5,"Domenico del Barbieri was a Florentine artist of the Renaissance period, also referred to as Domenico del Barbiere, Domenico Fiorentino, and, in France, Dominique Florentin.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_262_mcrwc4.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/262_1_q2bc57.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/262_2_foltom.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/262_0_dc5oy9.png']"
265,265,Luca Longhi,1507,1580,1544,1545.0,"Luca Longhi was an Italian painter of the late-Renaissance or Mannerist period, active in and near Ravenna, where he mainly produced religious paintings and portraits.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_265_pwkq1j.png,
266,266,Livio Agresti,1505,1579,1542,1545.5,"Livio Agresti (1508–1580), also called Ritius or Ricciutello, was an Italian painter of the late Renaissance or Mannerist period, active both in his native city of Forlì and in Rome, where he died. He was one of the members of the ""Forlì painting school"".",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_266_siya8f.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/266_0_pu3ahf.png']
270,270,Tiziano da Cadore,1486,1576,1531,1546.0,"Tiziano Vecelli or Vecellio, known in English as Titian, was a Venetian painter during the Renaissance, considered the most important member of the 16th-century Venetian school. He was born in Pieve di Cadore, near Belluno. During his lifetime he was often called da Cadore, 'from Cadore', taken from his native region.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_270_mvgkej.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/270_5_poe5ll.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/270_2_xkgnvw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/270_6_iwaqa8.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/270_7_hieaht.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/270_10_k49hf1.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/270_11_ujmafa.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/270_3_lg4fq8.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/270_8_hkgeur.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/270_9_gbqd59.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/270_1_bucpdn.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/270_0_siksom.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/270_4_vhldez.png']"
271,271,Jacopo Bassano,1510,1592,1551,1546.5,"Jacopo Bassano, known also as Jacopo dal Ponte, was an Italian painter who was born and died in Bassano del Grappa near Venice, and took the village as his surname. Trained in the workshop of his father, Francesco the Elder, and studying under Bonifazio Veronese in Venice, he painted mostly religious paintings including landscape and genre scenes. He often treated biblical themes in the manner of rural genre scenes, portraying people who look like local peasants and depicting animals with real interest. Bassano's pictures were very popular in Venice because of their depiction of animals and nocturnal scenes. His four sons: Francesco Bassano the Younger, Giovanni Battista da Ponte, Leandro Bassano, and Girolamo da Ponte, also became artists and followed him closely in style and subject matter.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_271_bj3mzg.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/271_0_ckwxkn.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/271_1_igsaqq.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/271_2_fwa1lj.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/271_4_zxditr.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/271_3_qroovb.png']"
273,273,Jan van Calcar,1500,1546,1523,1547.0,Jan Steven van Calcar was a German-born Italian painter.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_273_kfsakn.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/273_0_wlpq8w.png']
274,274,Paris Bordon,1500,1570,1535,1547.5,"Paris Bordone was an Italian painter of the Venetian Renaissance who, despite training with Titian, maintained a strand of Mannerist complexity and provincial vigor.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_274_vrznrk.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/274_0_bsf9yn.png']
251,251,Giuseppe Porta,1520,1575,1548,1548.0,"Giuseppe Porta (1520–1575), also known as Giuseppe Salviati, was an Italian painter of the late-Renaissance period, active mostly in Venice.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_251_i6hzpk.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/251_4_oscgy0.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/251_0_msfhi1.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/251_2_nsiior.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/251_1_q1zxqw.png']"
275,275,Jacopo Sansovino,1486,1570,1528,1548.5,"Jacopo d'Antonio Sansovino was an Italian sculptor and architect, best known for his works around the Piazza San Marco in Venice. These are crucial works in the history of Venetian Renaissance architecture. Andrea Palladio, in the Preface to his Quattro Libri was of the opinion that Sansovino's Biblioteca Marciana was the best building erected since Antiquity. Giorgio Vasari uniquely printed his Vita of Sansovino separately.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_275_taxxla.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/275_5_i90is0.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/275_4_mmrbby.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/275_6_qt6mne.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/275_2_wi6nhl.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/275_0_tavx1c.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/275_3_v7iwph.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/275_1_fauswz.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/275_7_hauntu.png']"
276,276,Andrea Palladio,1513,1580,1546,1549.0,"Andrea Palladio was an Italian Renaissance architect active in the Venetian Republic. Palladio, influenced by Roman and Greek architecture, primarily Vitruvius, is widely considered to be one of the most influential individuals in the history of architecture. While he designed churches and palaces, he was best known for country houses and villas. His teachings, summarized in the architectural treatise, The Four Books of Architecture, gained him wide recognition.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_276_bennv0.png,
279,279,Danese Cattaneo,1512,1572,1542,1549.5,"Danese Cattaneo was an Italian sculptor and medallist, active mainly in the Veneto Region.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_279_khqlgg.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/279_1_rhdvxg.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/279_3_avquoc.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/279_0_jezoth.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/279_2_ypxvmh.png']"
263,263,Lorenzo Sabatini,1525,1576,1550,1550.0,"Lorenzo Sabbatini or Sabatini, Sabattini or Sabadini, sometimes referred to as Lorenzino da Bologna, was an Italian painter of the Mannerist period from Bologna.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_263_m6w2q8.png,
280,280,Lione Aretino,1509,1590,1550,1550.5,"Leone Leoni was an Italian sculptor of international outlook who travelled in Italy, Germany, Austria, France, Spain and the Netherlands. Leoni is regarded as the finest of the Cinquecento medallists. He made his reputation in commissions he received from the Habsburg monarchs Charles V, Holy Roman Emperor and Philip II of Spain. His usual medium was bronze, although he also worked in marble and alabaster, carved gemstones and probably left some finished work in wax, as well as designing coins. He mainly produced portraits, and was repeatedly used by the Spanish, and also the Austrian, Habsburgs.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_280_ew9w3t.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/280_0_eruvr0.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/280_2_ieyiau.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/280_6_n7ch40.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/280_1_rxupud.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/280_8_dwznf7.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/280_3_op53zt.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/280_5_tojez6.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/280_10_suqsc9.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/280_11_r5iari.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/280_9_hz0onw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/280_7_dzxnoh.png']"
246,246,Jacopo Tintoretto,1518,1594,1556,1551.0,"Tintoretto was an Italian painter identified with the Venetian school. His contemporaries both admired and criticized the speed with which he painted, and the unprecedented boldness of his brushwork. For his phenomenal energy in painting he was termed Il Furioso. His work is characterised by his muscular figures, dramatic gestures and bold use of perspective, in the Mannerist style.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_246_zsaxgw.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/246_4_ugvptw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/246_3_mmfgde.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/246_7_zhwbl0.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/246_6_rz4v5p.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/246_0_lyhy4b.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/246_5_jj6geh.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/246_1_qnlhco.png']"
281,281,Guglielmo Della Porta,1508,1577,1542,1551.5,Guglielmo della Porta was an Italian architect and sculptor of the late Renaissance or Mannerist period.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_281_gflu8f.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/281_1_irb1ex.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/281_2_oa0ufc.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/281_0_stcprw.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/281_6_i0mftk.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/281_5_uhybyz.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/281_7_forz9q.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/281_10_xkdkpc.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/281_9_ic4oll.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/281_8_zdsdq9.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/281_3_wb5ki0.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/281_4_arxfve.png']"
282,282,Galeazzo Alessi,1512,1572,1542,1552.0,"Galeazzo Alessi was an Italian architect from Perugia, known throughout Europe for his distinctive style based on his enthusiasm for ancient architecture. He studied drawing for civil and military architecture under the direction of Giovanni Battista Caporali.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_282_ahozdh.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/282_0_ehwpet.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/282_1_aacvj8.png']"
283,283,Giulio Clovio,1498,1578,1538,1552.5,"Giorgio Giulio Clovio or Juraj Julije Klović was an illuminator, miniaturist, and painter born in the Kingdom of Croatia, who was mostly active in Renaissance Italy. He is considered the greatest illuminator of the Italian High Renaissance, and arguably the last very notable artist in the long tradition of the illuminated manuscript, before some modern revivals.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_283_qptroo.png,
268,268,Giovanni Boscoli,1524,1592,1558,1553.0,"Giovanni Boscoli was an Italian sculptor and architect, also known as Nanni da Montepulciano after his birthplace of Montepulciano. His father Tomaso was also an architect.",,
285,285,Girolamo Siciolante da Sermoneta,1521,1575,1548,1553.5,Girolamo Siciolante da Sermoneta began his career as an Italian Mannerist painter but later adopted the reformist naturalism of Girolamo Muziano in the 1560s and 70s. He was active in Rome in the mid 16th century.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_285_pcanwt.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/285_1_h2ufkc.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/285_0_hgerby.png']"
260,260,Prospero Fontana,1512,1597,1554,1554.0,"Prospero Fontana (1512–1597) was a Bolognese painter of late Renaissance and Mannerist art. He is perhaps best known for his frescoes and architectural detailing. The speed in which he completed paintings earned him commissions where he worked with other prominent artists of the period. He was a prominent figure in the city of Bologna, whose roles included art instructor and consultant on the reformation of religious art.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_260_umatwq.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/260_0_ltceed.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/260_1_tf4qij.png']"
286,286,Marcello Venusti,1510,1579,1544,1554.5,Marcello Venusti was an Italian Mannerist painter active in Rome in the mid-16th century.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_286_pxrq2q.png,
287,287,Dono Doni,1500,1575,1538,1555.0,"Dono Doni, also known as Adone Doni or Dono dei Doni (1505-1575) was an Italian painter of the Renaissance period active mainly in Umbria.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_287_nokpok.png,
289,289,Niccolò Circignani detto il Pomarancio,1517,1597,1557,1555.5,Niccolò Circignani was an Italian painter of the late-Renaissance or Mannerist period.,https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_289_v7mk7s.png,['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/289_0_u8njgi.png']
187,187,suor Plautilla Nelli,1524,1588,1556,1556.0,"Sister Plautilla Nelli (1524–1588) was a self-taught nun-artist and the first-known female Renaissance painter of Florence. She was a nun of the Dominican convent of St. Catherine of Siena located in Piazza San Marco, Florence, and was heavily influenced by the teachings of Savonarola and by the artwork of Fra Bartolomeo.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_187_gl2noy.png,
290,290,Bronzino,1503,1572,1538,1556.5,"Agnolo di Cosimo, usually known as Bronzino or Agnolo Bronzino, was an Italian Mannerist painter from Florence. His sobriquet, Bronzino, may refer to his relatively dark skin or reddish hair.",https://res.cloudinary.com/dfyzsulq8/image/upload/v1621498950/thumbnails/thumbnail_290_p0nrvf.png,"['https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/290_0_chebpf.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/290_5_orkuww.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/290_3_hnavft.png', 'https://res.cloudinary.com/dfyzsulq8/image/upload/v1621499134/artworks/290_4_v0jrqo.png']"
